county,precinct,office,district,party,candidate,votes,election_day,early,absentee
Grand Traverse,Long Lake Twp Pct 1,Register of Deeds,,REP,REP Scott Rokos,1265,433,289,543
Grand Traverse,Long Lake Twp Pct 2,Register of Deeds,,REP,REP Scott Rokos,1403,447,350,606
Grand Traverse,Long Lake Twp Pct 3,Register of Deeds,,REP,REP Scott Rokos,1763,531,413,819
Grand Traverse,Mayfield Twp Pct 1,Register of Deeds,,REP,REP Scott Rokos,864,685,179,0
Grand Traverse,Paradise Twp Pct 1,Register of Deeds,,REP,REP Scott Rokos,1251,718,533,0
Grand Traverse,Paradise Twp Pct 2,Register of Deeds,,REP,REP Scott Rokos,967,567,400,0
Grand Traverse,Peninsula Twp Pct 1,Register of Deeds,,REP,REP Scott Rokos,1516,397,177,942
Grand Traverse,Peninsula Twp Pct 2,Register of Deeds,,REP,REP Scott Rokos,1506,315,233,958
Grand Traverse,Union Twp Pct 1,Register of Deeds,,REP,REP Scott Rokos,268,223,45,0
Grand Traverse,Whitewater Twp Pct 1,Register of Deeds,,REP,REP Scott Rokos,1448,483,285,680
Grand Traverse,Traverse City Pct 1,Register of Deeds,,REP,REP Scott Rokos,935,327,198,410
Grand Traverse,Traverse City Pct 3,Register of Deeds,,REP,REP Scott Rokos,791,226,182,383
Grand Traverse,Traverse City Pct 7,Register of Deeds,,REP,REP Scott Rokos,850,354,198,298
Grand Traverse,Traverse City Pct 8,Register of Deeds,,REP,REP Scott Rokos,757,235,216,306
Grand Traverse,Traverse City Pct 9,Register of Deeds,,REP,REP Scott Rokos,916,284,183,449
Grand Traverse,Traverse City Pct 10,Register of Deeds,,REP,REP Scott Rokos,912,278,234,400
Grand Traverse,Acme Twp Pct 1,Register of Deeds,,NON,Write-in,24,10,5,9
Grand Traverse,Acme Twp Pct 2,Register of Deeds,,NON,Write-in,12,6,1,5
Grand Traverse,Blair Twp Pct 1,Register of Deeds,,NON,Write-in,23,11,4,8
Grand Traverse,Blair Twp Pct 2,Register of Deeds,,NON,Write-in,15,6,3,6
Grand Traverse,Blair Twp Pct 3,Register of Deeds,,NON,Write-in,15,8,3,4
Grand Traverse,Blair Twp Pct 4,Register of Deeds,,NON,Write-in,21,9,7,5
Grand Traverse,East Bay Twp Pct 1,Register of Deeds,,NON,Write-in,39,13,12,14
Grand Traverse,East Bay Twp Pct 2,Register of Deeds,,NON,Write-in,18,7,4,7
Grand Traverse,East Bay Twp Pct 3,Register of Deeds,,NON,Write-in,10,4,2,4
Grand Traverse,East Bay Twp Pct 4,Register of Deeds,,NON,Write-in,26,11,6,9
Grand Traverse,East Bay Twp Pct 5,Register of Deeds,,NON,Write-in,23,11,4,8
Grand Traverse,Fife Lake Twp Pct 1,Register of Deeds,,NON,Write-in,11,5,3,3
Grand Traverse,Garfield Twp Pct 1,Register of Deeds,,NON,Write-in,34,14,7,13
Grand Traverse,Garfield Twp Pct 2,Register of Deeds,,NON,Write-in,24,6,14,4
Grand Traverse,Garfield Twp Pct 3,Register of Deeds,,NON,Write-in,42,21,7,14
Grand Traverse,Garfield Twp Pct 4,Register of Deeds,,NON,Write-in,36,16,8,12
Grand Traverse,Garfield Twp Pct 5,Register of Deeds,,NON,Write-in,39,12,6,21
Grand Traverse,Garfield Twp Pct 6,Register of Deeds,,NON,Write-in,34,17,10,7
Grand Traverse,Garfield Twp Pct 7,Register of Deeds,,NON,Write-in,52,28,12,12
Grand Traverse,Grant Twp Pct 1,Register of Deeds,,NON,Write-in,4,3,1,0
Grand Traverse,Green Lake Twp Pct 1,Register of Deeds,,NON,Write-in,31,16,6,9
Grand Traverse,Green Lake Twp Pct 2,Register of Deeds,,NON,Write-in,29,18,6,5
Grand Traverse,Green Lake Twp Pct 3,Register of Deeds,,NON,Write-in,20,9,5,6
Grand Traverse,Long Lake Twp Pct 1,Register of Deeds,,NON,Write-in,42,24,6,12
Grand Traverse,Long Lake Twp Pct 2,Register of Deeds,,NON,Write-in,14,7,3,4
Grand Traverse,Long Lake Twp Pct 3,Register of Deeds,,NON,Write-in,32,14,4,14
Grand Traverse,Mayfield Twp Pct 1,Register of Deeds,,NON,Write-in,10,5,5,0
Grand Traverse,Paradise Twp Pct 1,Register of Deeds,,NON,Write-in,19,14,5,0
Grand Traverse,Paradise Twp Pct 2,Register of Deeds,,NON,Write-in,17,12,5,0
Grand Traverse,Peninsula Twp Pct 1,Register of Deeds,,NON,Write-in,23,17,2,4
Grand Traverse,Peninsula Twp Pct 2,Register of Deeds,,NON,Write-in,16,8,3,5
Grand Traverse,Union Twp Pct 1,Register of Deeds,,NON,Write-in,3,2,1,0
Grand Traverse,Whitewater Twp Pct 1,Register of Deeds,,NON,Write-in,17,6,3,8
Grand Traverse,Traverse City Pct 1,Register of Deeds,,NON,Write-in,29,15,7,7
Grand Traverse,Traverse City Pct 3,Register of Deeds,,NON,Write-in,23,8,8,7
Grand Traverse,Traverse City Pct 7,Register of Deeds,,NON,Write-in,53,24,13,16
Grand Traverse,Traverse City Pct 8,Register of Deeds,,NON,Write-in,26,10,9,7
Grand Traverse,Traverse City Pct 9,Register of Deeds,,NON,Write-in,21,10,4,7
Grand Traverse,Traverse City Pct 10,Register of Deeds,,NON,Write-in,41,12,17,12
Grand Traverse,Acme Twp Pct 1,Drain Commissioner,,REP,REP Andy Smits,1205,303,301,601
Grand Traverse,Acme Twp Pct 2,Drain Commissioner,,REP,REP Andy Smits,777,203,150,424
Grand Traverse,Blair Twp Pct 1,Drain Commissioner,,REP,REP Andy Smits,645,239,232,174
Grand Traverse,Blair Twp Pct 2,Drain Commissioner,,REP,REP Andy Smits,1209,321,448,440
Grand Traverse,Blair Twp Pct 3,Drain Commissioner,,REP,REP Andy Smits,770,226,272,272
Grand Traverse,Blair Twp Pct 4,Drain Commissioner,,REP,REP Andy Smits,727,273,264,190
Grand Traverse,East Bay Twp Pct 1,Drain Commissioner,,REP,REP Andy Smits,964,248,270,446
Grand Traverse,East Bay Twp Pct 2,Drain Commissioner,,REP,REP Andy Smits,1047,300,301,446
Grand Traverse,East Bay Twp Pct 3,Drain Commissioner,,REP,REP Andy Smits,855,228,207,420
Grand Traverse,East Bay Twp Pct 4,Drain Commissioner,,REP,REP Andy Smits,1033,208,320,505
Grand Traverse,East Bay Twp Pct 5,Drain Commissioner,,REP,REP Andy Smits,1010,265,320,425
Grand Traverse,Fife Lake Twp Pct 1,Drain Commissioner,,REP,REP Andy Smits,729,219,308,202
Grand Traverse,Garfield Twp Pct 1,Drain Commissioner,,REP,REP Andy Smits,1179,326,367,486
Grand Traverse,Garfield Twp Pct 2,Drain Commissioner,,REP,REP Andy Smits,1206,205,361,640
Grand Traverse,Garfield Twp Pct 3,Drain Commissioner,,REP,REP Andy Smits,670,229,213,228
Grand Traverse,Garfield Twp Pct 4,Drain Commissioner,,REP,REP Andy Smits,745,185,238,322
Grand Traverse,Garfield Twp Pct 5,Drain Commissioner,,REP,REP Andy Smits,1327,284,350,693
Grand Traverse,Garfield Twp Pct 6,Drain Commissioner,,REP,REP Andy Smits,982,265,282,435
Grand Traverse,Garfield Twp Pct 7,Drain Commissioner,,REP,REP Andy Smits,662,317,181,164
Grand Traverse,Grant Twp Pct 1,Drain Commissioner,,REP,REP Andy Smits,608,410,198,0
Grand Traverse,Green Lake Twp Pct 1,Drain Commissioner,,REP,REP Andy Smits,1068,292,388,388
Grand Traverse,Green Lake Twp Pct 2,Drain Commissioner,,REP,REP Andy Smits,859,265,344,250
Grand Traverse,Green Lake Twp Pct 3,Drain Commissioner,,REP,REP Andy Smits,666,210,228,228
Grand Traverse,Long Lake Twp Pct 1,Drain Commissioner,,REP,REP Andy Smits,1154,372,268,514
Grand Traverse,Long Lake Twp Pct 2,Drain Commissioner,,REP,REP Andy Smits,1345,394,339,612
Grand Traverse,Long Lake Twp Pct 3,Drain Commissioner,,REP,REP Andy Smits,1670,472,386,812
Grand Traverse,Mayfield Twp Pct 1,Drain Commissioner,,REP,REP Andy Smits,775,608,167,0
Grand Traverse,Paradise Twp Pct 1,Drain Commissioner,,REP,REP Andy Smits,1090,609,481,0
Grand Traverse,Paradise Twp Pct 2,Drain Commissioner,,REP,REP Andy Smits,843,470,373,0
Grand Traverse,Peninsula Twp Pct 1,Drain Commissioner,,REP,REP Andy Smits,1557,361,179,1017
Grand Traverse,Peninsula Twp Pct 2,Drain Commissioner,,REP,REP Andy Smits,1572,300,221,1051
Grand Traverse,Union Twp Pct 1,Drain Commissioner,,REP,REP Andy Smits,257,212,45,0
Grand Traverse,Whitewater Twp Pct 1,Drain Commissioner,,REP,REP Andy Smits,1344,415,265,664
Grand Traverse,Traverse City Pct 1,Drain Commissioner,,REP,REP Andy Smits,920,288,204,428
Grand Traverse,Traverse City Pct 3,Drain Commissioner,,REP,REP Andy Smits,794,198,187,409
Grand Traverse,Traverse City Pct 7,Drain Commissioner,,REP,REP Andy Smits,743,273,191,279
Grand Traverse,Traverse City Pct 8,Drain Commissioner,,REP,REP Andy Smits,727,196,220,311
Grand Traverse,Traverse City Pct 9,Drain Commissioner,,REP,REP Andy Smits,917,247,185,485
Grand Traverse,Traverse City Pct 10,Drain Commissioner,,REP,REP Andy Smits,838,234,228,376
Grand Traverse,Acme Twp Pct 1,Drain Commissioner,,LIB,LIB Zachary Dean,264,93,53,118
Grand Traverse,Acme Twp Pct 2,Drain Commissioner,,LIB,LIB Zachary Dean,137,40,21,76
Grand Traverse,Blair Twp Pct 1,Drain Commissioner,,LIB,LIB Zachary Dean,188,68,51,69
Grand Traverse,Blair Twp Pct 2,Drain Commissioner,,LIB,LIB Zachary Dean,251,64,82,105
Grand Traverse,Blair Twp Pct 3,Drain Commissioner,,LIB,LIB Zachary Dean,183,60,53,70
Grand Traverse,Blair Twp Pct 4,Drain Commissioner,,LIB,LIB Zachary Dean,233,106,63,64
Grand Traverse,East Bay Twp Pct 1,Drain Commissioner,,LIB,LIB Zachary Dean,245,89,57,99
Grand Traverse,East Bay Twp Pct 2,Drain Commissioner,,LIB,LIB Zachary Dean,275,93,64,118
Grand Traverse,East Bay Twp Pct 3,Drain Commissioner,,LIB,LIB Zachary Dean,187,59,33,95
Grand Traverse,East Bay Twp Pct 4,Drain Commissioner,,LIB,LIB Zachary Dean,273,95,65,113
Grand Traverse,East Bay Twp Pct 5,Drain Commissioner,,LIB,LIB Zachary Dean,236,74,50,112
Grand Traverse,Fife Lake Twp Pct 1,Drain Commissioner,,LIB,LIB Zachary Dean,134,46,61,27
Grand Traverse,Garfield Twp Pct 1,Drain Commissioner,,LIB,LIB Zachary Dean,314,112,72,130
Grand Traverse,Garfield Twp Pct 2,Drain Commissioner,,LIB,LIB Zachary Dean,234,55,69,110
Grand Traverse,Garfield Twp Pct 3,Drain Commissioner,,LIB,LIB Zachary Dean,256,102,57,97
Grand Traverse,Garfield Twp Pct 4,Drain Commissioner,,LIB,LIB Zachary Dean,308,109,74,125
Grand Traverse,Garfield Twp Pct 5,Drain Commissioner,,LIB,LIB Zachary Dean,307,91,62,154
Grand Traverse,Garfield Twp Pct 6,Drain Commissioner,,LIB,LIB Zachary Dean,274,93,60,121
Grand Traverse,Garfield Twp Pct 7,Drain Commissioner,,LIB,LIB Zachary Dean,238,120,48,70
Grand Traverse,Grant Twp Pct 1,Drain Commissioner,,LIB,LIB Zachary Dean,102,81,21,0
Grand Traverse,Green Lake Twp Pct 1,Drain Commissioner,,LIB,LIB Zachary Dean,275,101,78,96
Grand Traverse,Green Lake Twp Pct 2,Drain Commissioner,,LIB,LIB Zachary Dean,237,83,65,89
Grand Traverse,Green Lake Twp Pct 3,Drain Commissioner,,LIB,LIB Zachary Dean,146,41,45,60
Grand Traverse,Long Lake Twp Pct 1,Drain Commissioner,,LIB,LIB Zachary Dean,345,148,52,145
Grand Traverse,Long Lake Twp Pct 2,Drain Commissioner,,LIB,LIB Zachary Dean,264,99,49,116
Grand Traverse,Long Lake Twp Pct 3,Drain Commissioner,,LIB,LIB Zachary Dean,328,115,49,164
Grand Traverse,Mayfield Twp Pct 1,Drain Commissioner,,LIB,LIB Zachary Dean,152,127,25,0
Grand Traverse,Paradise Twp Pct 1,Drain Commissioner,,LIB,LIB Zachary Dean,268,181,87,0
Grand Traverse,Paradise Twp Pct 2,Drain Commissioner,,LIB,LIB Zachary Dean,201,141,60,0
Grand Traverse,Peninsula Twp Pct 1,Drain Commissioner,,LIB,LIB Zachary Dean,234,84,23,127
Grand Traverse,Peninsula Twp Pct 2,Drain Commissioner,,LIB,LIB Zachary Dean,212,61,36,115
Grand Traverse,Union Twp Pct 1,Drain Commissioner,,LIB,LIB Zachary Dean,37,27,10,0
Grand Traverse,Whitewater Twp Pct 1,Drain Commissioner,,LIB,LIB Zachary Dean,229,93,31,105
Grand Traverse,Traverse City Pct 1,Drain Commissioner,,LIB,LIB Zachary Dean,282,119,46,117
Grand Traverse,Traverse City Pct 3,Drain Commissioner,,LIB,LIB Zachary Dean,248,85,50,113
Grand Traverse,Traverse City Pct 7,Drain Commissioner,,LIB,LIB Zachary Dean,354,168,61,125
Grand Traverse,Traverse City Pct 8,Drain Commissioner,,LIB,LIB Zachary Dean,264,94,57,113
Grand Traverse,Traverse City Pct 9,Drain Commissioner,,LIB,LIB Zachary Dean,227,107,35,85
Grand Traverse,Traverse City Pct 10,Drain Commissioner,,LIB,LIB Zachary Dean,290,99,62,129
Grand Traverse,Acme Twp Pct 1,Drain Commissioner,,NON,Write-in,20,9,5,6
Grand Traverse,Acme Twp Pct 2,Drain Commissioner,,NON,Write-in,6,1,1,4
Grand Traverse,Blair Twp Pct 1,Drain Commissioner,,NON,Write-in,15,9,3,3
Grand Traverse,Blair Twp Pct 2,Drain Commissioner,,NON,Write-in,6,1,2,3
Grand Traverse,Blair Twp Pct 3,Drain Commissioner,,NON,Write-in,9,3,3,3
Grand Traverse,Blair Twp Pct 4,Drain Commissioner,,NON,Write-in,6,3,2,1
Grand Traverse,East Bay Twp Pct 1,Drain Commissioner,,NON,Write-in,17,5,4,8
Grand Traverse,East Bay Twp Pct 2,Drain Commissioner,,NON,Write-in,8,5,0,3
Grand Traverse,East Bay Twp Pct 3,Drain Commissioner,,NON,Write-in,6,2,2,2
Grand Traverse,East Bay Twp Pct 4,Drain Commissioner,,NON,Write-in,14,3,6,5
Grand Traverse,East Bay Twp Pct 5,Drain Commissioner,,NON,Write-in,8,5,1,2
Grand Traverse,Fife Lake Twp Pct 1,Drain Commissioner,,NON,Write-in,10,4,3,3
Grand Traverse,Garfield Twp Pct 1,Drain Commissioner,,NON,Write-in,14,8,4,2
Grand Traverse,Garfield Twp Pct 2,Drain Commissioner,,NON,Write-in,5,1,4,0
Grand Traverse,Garfield Twp Pct 3,Drain Commissioner,,NON,Write-in,12,8,2,2
Grand Traverse,Garfield Twp Pct 4,Drain Commissioner,,NON,Write-in,15,6,3,6
Grand Traverse,Garfield Twp Pct 5,Drain Commissioner,,NON,Write-in,19,5,4,10
Grand Traverse,Garfield Twp Pct 6,Drain Commissioner,,NON,Write-in,19,12,4,3
Grand Traverse,Garfield Twp Pct 7,Drain Commissioner,,NON,Write-in,24,13,6,5
Grand Traverse,Grant Twp Pct 1,Drain Commissioner,,NON,Write-in,5,2,3,0
Grand Traverse,Green Lake Twp Pct 1,Drain Commissioner,,NON,Write-in,14,8,3,3
Grand Traverse,Green Lake Twp Pct 2,Drain Commissioner,,NON,Write-in,15,12,2,1
Grand Traverse,Green Lake Twp Pct 3,Drain Commissioner,,NON,Write-in,10,3,4,3
Grand Traverse,Long Lake Twp Pct 1,Drain Commissioner,,NON,Write-in,22,8,6,8
Grand Traverse,Long Lake Twp Pct 2,Drain Commissioner,,NON,Write-in,8,4,4,0
Grand Traverse,Long Lake Twp Pct 3,Drain Commissioner,,NON,Write-in,10,4,2,4
Grand Traverse,Mayfield Twp Pct 1,Drain Commissioner,,NON,Write-in,9,6,3,0
Grand Traverse,Paradise Twp Pct 1,Drain Commissioner,,NON,Write-in,6,5,1,0
Grand Traverse,Paradise Twp Pct 2,Drain Commissioner,,NON,Write-in,9,8,1,0
Grand Traverse,Peninsula Twp Pct 1,Drain Commissioner,,NON,Write-in,17,12,2,3
Grand Traverse,Peninsula Twp Pct 2,Drain Commissioner,,NON,Write-in,13,5,6,2
Grand Traverse,Union Twp Pct 1,Drain Commissioner,,NON,Write-in,0,0,0,0
Grand Traverse,Whitewater Twp Pct 1,Drain Commissioner,,NON,Write-in,11,5,3,3
Grand Traverse,Traverse City Pct 1,Drain Commissioner,,NON,Write-in,16,7,3,6
Grand Traverse,Traverse City Pct 3,Drain Commissioner,,NON,Write-in,6,3,3,0
Grand Traverse,Traverse City Pct 7,Drain Commissioner,,NON,Write-in,20,8,5,7
Grand Traverse,Traverse City Pct 8,Drain Commissioner,,NON,Write-in,16,5,6,5
Grand Traverse,Traverse City Pct 9,Drain Commissioner,,NON,Write-in,11,4,3,4
Grand Traverse,Traverse City Pct 10,Drain Commissioner,,NON,Write-in,22,8,8,6
Grand Traverse,Blair Twp Pct 1,County Commissioner 1st District,,REP,REP Brian McAllister,631,244,239,148
Grand Traverse,Blair Twp Pct 4,County Commissioner 1st District,,REP,REP Brian McAllister,679,269,256,154
Grand Traverse,Green Lake Twp Pct 1,County Commissioner 1st District,,REP,REP Brian McAllister,978,299,375,304
Grand Traverse,Green Lake Twp Pct 2,County Commissioner 1st District,,REP,REP Brian McAllister,805,258,324,223
Grand Traverse,Green Lake Twp Pct 3,County Commissioner 1st District,,REP,REP Brian McAllister,589,189,219,181
Grand Traverse,Blair Twp Pct 1,County Commissioner 1st District,,DEM,DEM Linda Maginity,342,114,79,149
Grand Traverse,Blair Twp Pct 4,County Commissioner 1st District,,DEM,DEM Linda Maginity,436,161,93,182
Grand Traverse,Green Lake Twp Pct 1,County Commissioner 1st District,,DEM,DEM Linda Maginity,665,145,155,365
Grand Traverse,Green Lake Twp Pct 2,County Commissioner 1st District,,DEM,DEM Linda Maginity,576,154,149,273
Grand Traverse,Green Lake Twp Pct 3,County Commissioner 1st District,,DEM,DEM Linda Maginity,459,107,101,251
Grand Traverse,Blair Twp Pct 1,County Commissioner 1st District,,NON,Write-in,7,4,2,1
Grand Traverse,Blair Twp Pct 4,County Commissioner 1st District,,NON,Write-in,4,2,2,0
Grand Traverse,Green Lake Twp Pct 1,County Commissioner 1st District,,NON,Write-in,4,4,0,0
Grand Traverse,Green Lake Twp Pct 2,County Commissioner 1st District,,NON,Write-in,9,6,1,2
Grand Traverse,Green Lake Twp Pct 3,County Commissioner 1st District,,NON,Write-in,2,1,1,0
Grand Traverse,Garfield Twp Pct 4,County Commissioner 2nd District,,DEM,DEM Lauren Flynn,826,181,191,454
Grand Traverse,Garfield Twp Pct 6,County Commissioner 2nd District,,DEM,DEM Lauren Flynn,824,200,144,480
Grand Traverse,Garfield Twp Pct 7,County Commissioner 2nd District,,DEM,DEM Lauren Flynn,611,227,135,249
Grand Traverse,Traverse City Pct 7,County Commissioner 2nd District,,DEM,DEM Lauren Flynn,945,318,187,440
Grand Traverse,Garfield Twp Pct 4,County Commissioner 2nd District,,REP,REP Daniel G. Smith,615,175,214,226
Grand Traverse,Garfield Twp Pct 6,County Commissioner 2nd District,,REP,REP Daniel G. Smith,816,233,265,318
Grand Traverse,Garfield Twp Pct 7,County Commissioner 2nd District,,REP,REP Daniel G. Smith,532,270,156,106
Grand Traverse,Traverse City Pct 7,County Commissioner 2nd District,,REP,REP Daniel G. Smith,510,220,136,154
Grand Traverse,Garfield Twp Pct 4,County Commissioner 2nd District,,NON,Write-in,6,5,0,1
Grand Traverse,Garfield Twp Pct 6,County Commissioner 2nd District,,NON,Write-in,7,5,2,0
Grand Traverse,Garfield Twp Pct 7,County Commissioner 2nd District,,NON,Write-in,10,6,3,1
Grand Traverse,Traverse City Pct 7,County Commissioner 2nd District,,NON,Write-in,8,4,2,2
Grand Traverse,Garfield Twp Pct 2,County Commissioner 3rd District,,DEM,DEM Ashlea Walter,939,128,213,598
Grand Traverse,Traverse City Pct 1,County Commissioner 3rd District,,DEM,DEM Ashlea Walter,1071,291,211,569
Grand Traverse,Traverse City Pct 3,County Commissioner 3rd District,,DEM,DEM Ashlea Walter,1082,251,215,616
Grand Traverse,Traverse City Pct 10,County Commissioner 3rd District,,DEM,DEM Ashlea Walter,1027,237,195,595
Grand Traverse,Garfield Twp Pct 2,County Commissioner 3rd District,,REP,REP Brian A. Hagerty,950,188,310,452
Grand Traverse,Traverse City Pct 1,County Commissioner 3rd District,,REP,REP Brian A. Hagerty,589,213,132,244
Grand Traverse,Traverse City Pct 3,County Commissioner 3rd District,,REP,REP Brian A. Hagerty,455,143,113,199
Grand Traverse,Traverse City Pct 10,County Commissioner 3rd District,,REP,REP Brian A. Hagerty,614,215,174,225
Grand Traverse,Garfield Twp Pct 2,County Commissioner 3rd District,,NON,Write-in,5,1,1,3
Grand Traverse,Traverse City Pct 1,County Commissioner 3rd District,,NON,Write-in,7,3,2,2
Grand Traverse,Traverse City Pct 3,County Commissioner 3rd District,,NON,Write-in,4,1,1,2
Grand Traverse,Traverse City Pct 10,County Commissioner 3rd District,,NON,Write-in,7,5,1,1
Grand Traverse,Blair Twp Pct 3,County Commissioner 4th District,,DEM,DEM Fern Spence,531,148,129,254
Grand Traverse,Garfield Twp Pct 1,County Commissioner 4th District,,DEM,DEM Fern Spence,958,256,208,494
Grand Traverse,Garfield Twp Pct 3,County Commissioner 4th District,,DEM,DEM Fern Spence,678,196,154,328
Grand Traverse,Garfield Twp Pct 5,County Commissioner 4th District,,DEM,DEM Fern Spence,1256,234,236,786
Grand Traverse,Blair Twp Pct 3,County Commissioner 4th District,,REP,REP Brad Jewett,613,184,237,192
Grand Traverse,Garfield Twp Pct 1,County Commissioner 4th District,,REP,REP Brad Jewett,905,278,301,326
Grand Traverse,Garfield Twp Pct 3,County Commissioner 4th District,,REP,REP Brad Jewett,524,196,175,153
Grand Traverse,Garfield Twp Pct 5,County Commissioner 4th District,,REP,REP Brad Jewett,930,229,287,414
Grand Traverse,Blair Twp Pct 3,County Commissioner 4th District,,NON,Write-in,11,4,5,2
Grand Traverse,Garfield Twp Pct 1,County Commissioner 4th District,,NON,Write-in,6,2,4,0
Grand Traverse,Garfield Twp Pct 3,County Commissioner 4th District,,NON,Write-in,2,2,0,0
Grand Traverse,Garfield Twp Pct 5,County Commissioner 4th District,,NON,Write-in,9,0,4,5
Grand Traverse,Acme Twp Pct 1,County Commissioner 5th District,,REP,REP Robert D. Hentschel,873,251,246,376
Grand Traverse,East Bay Twp Pct 1,County Commissioner 5th District,,REP,REP Robert D. Hentschel,763,205,244,314
Grand Traverse,East Bay Twp Pct 4,County Commissioner 5th District,,REP,REP Robert D. Hentschel,739,162,254,323
Grand Traverse,East Bay Twp Pct 5,County Commissioner 5th District,,REP,REP Robert D. Hentschel,827,239,278,310
Grand Traverse,Acme Twp Pct 1,County Commissioner 5th District,,DEM,DEM Trenton Lee,903,197,170,536
Grand Traverse,East Bay Twp Pct 1,County Commissioner 5th District,,DEM,DEM Trenton Lee,733,168,135,430
Grand Traverse,East Bay Twp Pct 4,County Commissioner 5th District,,DEM,DEM Trenton Lee,809,150,169,490
Grand Traverse,East Bay Twp Pct 5,County Commissioner 5th District,,DEM,DEM Trenton Lee,632,139,128,365
Grand Traverse,Acme Twp Pct 1,County Commissioner 5th District,,NON,Randy Kamps,139,39,23,77
Grand Traverse,East Bay Twp Pct 1,County Commissioner 5th District,,NON,Randy Kamps,75,32,11,32
Grand Traverse,East Bay Twp Pct 4,County Commissioner 5th District,,NON,Randy Kamps,135,43,39,53
Grand Traverse,East Bay Twp Pct 5,County Commissioner 5th District,,NON,Randy Kamps,79,23,27,29
Grand Traverse,Acme Twp Pct 1,County Commissioner 5th District,,NON,Write-in,7,2,1,4
Grand Traverse,East Bay Twp Pct 1,County Commissioner 5th District,,NON,Write-in,6,2,1,3
Grand Traverse,East Bay Twp Pct 4,County Commissioner 5th District,,NON,Write-in,3,2,0,1
Grand Traverse,East Bay Twp Pct 5,County Commissioner 5th District,,NON,Write-in,5,4,0,1
Grand Traverse,Acme Twp Pct 2,County Commissioner 6th District,,REP,REP Darryl V. Nelson,667,197,136,334
Grand Traverse,East Bay Twp Pct 2,County Commissioner 6th District,,REP,REP Darryl V. Nelson,933,286,281,366
Grand Traverse,East Bay Twp Pct 3,County Commissioner 6th District,,REP,REP Darryl V. Nelson,726,212,190,324
Grand Traverse,Fife Lake Twp Pct 1,County Commissioner 6th District,,REP,REP Darryl V. Nelson,700,227,303,170
Grand Traverse,Union Twp Pct 1,County Commissioner 6th District,,REP,REP Darryl V. Nelson,232,190,42,0
Grand Traverse,Whitewater Twp Pct 1,County Commissioner 6th District,,REP,REP Darryl V. Nelson,1205,404,252,549
Grand Traverse,Acme Twp Pct 2,County Commissioner 6th District,,DEM,DEM Jan Wyant,481,96,63,322
Grand Traverse,East Bay Twp Pct 2,County Commissioner 6th District,,DEM,DEM Jan Wyant,678,140,133,405
Grand Traverse,East Bay Twp Pct 3,County Commissioner 6th District,,DEM,DEM Jan Wyant,617,127,87,403
Grand Traverse,Fife Lake Twp Pct 1,County Commissioner 6th District,,DEM,DEM Jan Wyant,280,59,102,119
Grand Traverse,Union Twp Pct 1,County Commissioner 6th District,,DEM,DEM Jan Wyant,104,85,19,0
Grand Traverse,Whitewater Twp Pct 1,County Commissioner 6th District,,DEM,DEM Jan Wyant,644,149,76,419
Grand Traverse,Acme Twp Pct 2,County Commissioner 6th District,,NON,Write-in,3,1,0,2
Grand Traverse,East Bay Twp Pct 2,County Commissioner 6th District,,NON,Write-in,3,1,1,1
Grand Traverse,East Bay Twp Pct 3,County Commissioner 6th District,,NON,Write-in,2,1,1,0
Grand Traverse,Fife Lake Twp Pct 1,County Commissioner 6th District,,NON,Write-in,5,2,3,0
Grand Traverse,Union Twp Pct 1,County Commissioner 6th District,,NON,Write-in,0,0,0,0
