county,precinct,offfice,district,party,candidate,votes,election_day,absentee,early_voting
Emmet,Littlefield Township Precinct 1,U.S. Senate,,DEM,Elissa Slotkin,733,574,0,159
Emmet,Littlefield Township Precinct 1,U.S. Senate,,REP,Mike Rogers,1003,665,0,338
Emmet,Littlefield Township Precinct 1,U.S. Senate,,LIB,Joseph Solis-Mullen,25,19,0,6
Emmet,Littlefield Township Precinct 1,U.S. Senate,,UST,Dave Stein,20,17,0,3
Emmet,Littlefield Township Precinct 1,U.S. Senate,,GRN,Douglas P. Marsh,15,13,0,2
Emmet,Littlefield Township Precinct 1,U.S. Senate,,NLP,Doug Dern,9,8,0,1
Emmet,Littlefield Township Precinct 1,U.S. Senate,,,Write-ins,1,1,0,0
Emmet,Littlefield Township Precinct 1,U.S. Senate,,,Overvotes,1,1,0,0
Emmet,Littlefield Township Precinct 1,U.S. Senate,,,Undervotes,32,25,0,7
Emmet,Littlefield Township Precinct 1,U.S. House,,DEM,Callie Barr,730,566,0,164
Emmet,Littlefield Township Precinct 1,U.S. House,,REP,Jack Bergman,1004,673,0,331
Emmet,Littlefield Township Precinct 1,U.S. House,,LIB,Andrew Gale,18,15,0,3
Emmet,Littlefield Township Precinct 1,U.S. House,,WCP,Liz Hakola,43,35,0,8
Emmet,Littlefield Township Precinct 1,U.S. House,,,Write-ins,2,2,0,0
Emmet,Littlefield Township Precinct 1,U.S. House,,,Overvotes,0,0,0,0
Emmet,Littlefield Township Precinct 1,U.S. House,,,Undervotes,42,32,0,10
Emmet,Littlefield Township Precinct 1,State House,,DEM,Jodi Decker,690,543,0,147
Emmet,Littlefield Township Precinct 1,State House,,REP,Parker Fairbairn,1100,742,0,358
Emmet,Littlefield Township Precinct 1,State House,,,Write-ins,5,4,0,1
Emmet,Littlefield Township Precinct 1,State House,,,Overvotes,0,0,0,0
Emmet,Littlefield Township Precinct 1,State House,,,Undervotes,44,34,0,10
Emmet,Littlefield Township Precinct 1,Member of the State Board of Education State,,DEM,Theodore Jones,627,481,0,146
Emmet,Littlefield Township Precinct 1,Member of the State Board of Education State,,DEM,Adam Frederick Zemke,613,469,0,144
Emmet,Littlefield Township Precinct 1,Member of the State Board of Education State,,REP,Tom McMillin,949,625,0,324
Emmet,Littlefield Township Precinct 1,Member of the State Board of Education State,,REP,Nikki Snyder,949,631,0,318
Emmet,Littlefield Township Precinct 1,Member of the State Board of Education State,,LIB,Scotty Boman,48,40,0,8
Emmet,Littlefield Township Precinct 1,Member of the State Board of Education State,,UST,Ted Gerrard,20,18,0,2
Emmet,Littlefield Township Precinct 1,Member of the State Board of Education State,,UST,Christine C. Schwartz,25,20,0,5
Emmet,Littlefield Township Precinct 1,Member of the State Board of Education State,,WCP,Mary Anne Hering,86,75,0,11
Emmet,Littlefield Township Precinct 1,Member of the State Board of Education State,,,Write-ins,2,2,0,0
Emmet,Littlefield Township Precinct 1,Member of the State Board of Education State,,,Overvotes,6,6,0,0
Emmet,Littlefield Township Precinct 1,Member of the State Board of Education State,,,Undervotes,353,279,0,74
Emmet,Littlefield Township Precinct 1,Regent of the University of Michigan State,,DEM,Shauna Ryder Diggs,637,492,0,145
Emmet,Littlefield Township Precinct 1,Regent of the University of Michigan State,,DEM,Denise Ilitch,654,505,0,149
Emmet,Littlefield Township Precinct 1,Regent of the University of Michigan State,,REP,Carl Meyers,980,654,0,326
Emmet,Littlefield Township Precinct 1,Regent of the University of Michigan State,,REP,Sevag Vartanian,873,567,0,306
Emmet,Littlefield Township Precinct 1,Regent of the University of Michigan State,,LIB,Andrew Chadderdon,66,54,0,12
Emmet,Littlefield Township Precinct 1,Regent of the University of Michigan State,,UST,Donna M. Oetman,58,54,0,4
Emmet,Littlefield Township Precinct 1,Regent of the University of Michigan State,,,Write-ins,5,2,0,3
Emmet,Littlefield Township Precinct 1,Regent of the University of Michigan State,,,Write-In: Huwaida Arraf,1,0,0,1
Emmet,Littlefield Township Precinct 1,Regent of the University of Michigan State,,,Overvotes,0,0,0,0
Emmet,Littlefield Township Precinct 1,Regent of the University of Michigan State,,,Undervotes,405,318,0,87
Emmet,Littlefield Township Precinct 1,Trustee of Michigan State University State,,DEM,Rebecca Bahar-Cook,657,513,0,144
Emmet,Littlefield Township Precinct 1,Trustee of Michigan State University State,,DEM,Thomas Stallworth III,594,452,0,142
Emmet,Littlefield Township Precinct 1,Trustee of Michigan State University State,,REP,Mike Balow,949,630,0,319
Emmet,Littlefield Township Precinct 1,Trustee of Michigan State University State,,REP,Julie Maday,931,618,0,313
Emmet,Littlefield Township Precinct 1,Trustee of Michigan State University State,,LIB,Grant T. Baker,47,35,0,12
Emmet,Littlefield Township Precinct 1,Trustee of Michigan State University State,,UST,Janet M. Sanger,34,31,0,3
Emmet,Littlefield Township Precinct 1,Trustee of Michigan State University State,,UST,John Paul Sanger,20,20,0,0
Emmet,Littlefield Township Precinct 1,Trustee of Michigan State University State,,GRN,John Anthony La Pietra,29,26,0,3
Emmet,Littlefield Township Precinct 1,Trustee of Michigan State University State,,,Write-ins,2,2,0,0
Emmet,Littlefield Township Precinct 1,Trustee of Michigan State University State,,,Overvotes,0,0,0,0
Emmet,Littlefield Township Precinct 1,Trustee of Michigan State University State,,,Undervotes,415,319,0,96
Emmet,Littlefield Township Precinct 1,Governor of Wayne State University State,,DEM,Rasha Demashkieh,608,468,0,140
Emmet,Littlefield Township Precinct 1,Governor of Wayne State University State,,DEM,Mark T. Gaffney,612,475,0,137
Emmet,Littlefield Township Precinct 1,Governor of Wayne State University State,,REP,Michael Busuito,923,611,0,312
Emmet,Littlefield Township Precinct 1,Governor of Wayne State University State,,REP,Sunny Reddy,912,605,0,307
Emmet,Littlefield Township Precinct 1,Governor of Wayne State University State,,LIB,Farid Ishac,31,19,0,12
Emmet,Littlefield Township Precinct 1,Governor of Wayne State University State,,UST,William Mohr II,22,19,0,3
Emmet,Littlefield Township Precinct 1,Governor of Wayne State University State,,GRN,Sami Makhoul,17,17,0,0
Emmet,Littlefield Township Precinct 1,Governor of Wayne State University State,,WCP,Suzanne Roehrig,68,62,0,6
Emmet,Littlefield Township Precinct 1,Governor of Wayne State University State,,NLP,Kathleen Oakford,26,24,0,2
Emmet,Littlefield Township Precinct 1,Governor of Wayne State University State,,,Write-ins,2,2,0,0
Emmet,Littlefield Township Precinct 1,Governor of Wayne State University State,,,Overvotes,0,0,0,0
Emmet,Littlefield Township Precinct 1,Governor of Wayne State University State,,,Undervotes,457,344,0,113
Emmet,Littlefield Township Precinct 1,Prosecuting Attorney Emmet County,,REP,Michael H. Schuitema,1256,873,0,383
Emmet,Littlefield Township Precinct 1,Prosecuting Attorney Emmet County,,,Write-ins,26,21,0,5
Emmet,Littlefield Township Precinct 1,Prosecuting Attorney Emmet County,,,Overvotes,0,0,0,0
Emmet,Littlefield Township Precinct 1,Prosecuting Attorney Emmet County,,,Undervotes,556,428,0,128
Emmet,Littlefield Township Precinct 1,Sheriff Emmet County,,REP,Matt Leirstein,1299,896,0,403
Emmet,Littlefield Township Precinct 1,Sheriff Emmet County,,,Write-ins,27,21,0,6
Emmet,Littlefield Township Precinct 1,Sheriff Emmet County,,,Overvotes,1,1,0,0
Emmet,Littlefield Township Precinct 1,Sheriff Emmet County,,,Undervotes,511,404,0,107
Emmet,Littlefield Township Precinct 1,Clerk Emmet County,,DEM,Elizabeth Lohman,641,499,0,142
Emmet,Littlefield Township Precinct 1,Clerk Emmet County,,REP,Suzanne R. Kanine,1108,758,0,350
Emmet,Littlefield Township Precinct 1,Clerk Emmet County,,,Write-ins,3,3,0,0
Emmet,Littlefield Township Precinct 1,Clerk Emmet County,,,Overvotes,1,1,0,0
Emmet,Littlefield Township Precinct 1,Clerk Emmet County,,,Undervotes,86,62,0,24
Emmet,Littlefield Township Precinct 1,Treasurer Emmet County,,REP,Mary Mitchell,1263,879,0,384
Emmet,Littlefield Township Precinct 1,Treasurer Emmet County,,,Write-ins,24,18,0,6
Emmet,Littlefield Township Precinct 1,Treasurer Emmet County,,,Overvotes,0,0,0,0
Emmet,Littlefield Township Precinct 1,Treasurer Emmet County,,,Undervotes,551,425,0,126
Emmet,Littlefield Township Precinct 1,Register of Deeds Emmet County,,REP,Karen Cosens,1269,882,0,387
Emmet,Littlefield Township Precinct 1,Register of Deeds Emmet County,,,Write-ins,22,18,0,4
Emmet,Littlefield Township Precinct 1,Register of Deeds Emmet County,,,Overvotes,1,1,0,0
Emmet,Littlefield Township Precinct 1,Register of Deeds Emmet County,,,Undervotes,546,421,0,125
Emmet,Littlefield Township Precinct 1,Drain Commissioner Emmet County,,REP,Arden J. Bawkey,1255,873,0,382
Emmet,Littlefield Township Precinct 1,Drain Commissioner Emmet County,,,Write-ins,24,17,0,7
Emmet,Littlefield Township Precinct 1,Drain Commissioner Emmet County,,,Overvotes,1,1,0,0
Emmet,Littlefield Township Precinct 1,Drain Commissioner Emmet County,,,Undervotes,558,431,0,127
Emmet,Littlefield Township Precinct 1,County Commissioner County Commissioner District 04,,REP,Rich Ginop,1089,766,0,323
Emmet,Littlefield Township Precinct 1,County Commissioner County Commissioner District 04,,,Write-ins,25,18,0,7
Emmet,Littlefield Township Precinct 1,County Commissioner County Commissioner District 04,,,Overvotes,0,0,0,0
Emmet,Littlefield Township Precinct 1,County Commissioner County Commissioner District 04,,,Undervotes,485,382,0,103
Emmet,Littlefield Township Precinct 1,County Commissioner County Commissioner District 03,,DEM,Courtney Wilber,89,60,0,29
Emmet,Littlefield Township Precinct 1,County Commissioner County Commissioner District 03,,REP,Don Mapes,136,88,0,48
Emmet,Littlefield Township Precinct 1,County Commissioner County Commissioner District 03,,,Write-ins,0,0,0,0
Emmet,Littlefield Township Precinct 1,County Commissioner County Commissioner District 03,,,Overvotes,0,0,0,0
Emmet,Littlefield Township Precinct 1,County Commissioner County Commissioner District 03,,,Undervotes,14,8,0,6
Emmet,Littlefield Township Precinct 1,Supervisor Littlefield Township,,REP,Damien B. Henning,1280,892,0,388
Emmet,Littlefield Township Precinct 1,Supervisor Littlefield Township,,,Write-ins,23,17,0,6
Emmet,Littlefield Township Precinct 1,Supervisor Littlefield Township,,,Overvotes,0,0,0,0
Emmet,Littlefield Township Precinct 1,Supervisor Littlefield Township,,,Undervotes,535,413,0,122
Emmet,Littlefield Township Precinct 1,Clerk Littlefield Township,,REP,Sondra Festerling,1290,899,0,391
Emmet,Littlefield Township Precinct 1,Clerk Littlefield Township,,,Write-ins,22,16,0,6
Emmet,Littlefield Township Precinct 1,Clerk Littlefield Township,,,Overvotes,0,0,0,0
Emmet,Littlefield Township Precinct 1,Clerk Littlefield Township,,,Undervotes,526,407,0,119
Emmet,Littlefield Township Precinct 1,Treasurer Littlefield Township,,NPA,NPA Kimberli Shomin,1037,750,0,287
Emmet,Littlefield Township Precinct 1,Treasurer Littlefield Township,,,Write-ins,13,10,0,3
Emmet,Littlefield Township Precinct 1,Treasurer Littlefield Township,,,Overvotes,1,1,0,0
Emmet,Littlefield Township Precinct 1,Treasurer Littlefield Township,,,Undervotes,787,561,0,226
Emmet,Littlefield Township Precinct 1,Trustee Littlefield Township,,DEM,Cathryn D. Derrohn,839,628,0,211
Emmet,Littlefield Township Precinct 1,Trustee Littlefield Township,,REP,Dean J. Morford,1127,766,0,361
Emmet,Littlefield Township Precinct 1,Trustee Littlefield Township,,,Write-ins,10,4,0,6
Emmet,Littlefield Township Precinct 1,Trustee Littlefield Township,,,Overvotes,0,0,0,0
Emmet,Littlefield Township Precinct 1,Trustee Littlefield Township,,,Undervotes,1700,1246,0,454
Emmet,Littlefield Township Precinct 1,Justice of Supreme Court Supreme Court,,,Andrew Fink,581,393,0,188
Emmet,Littlefield Township Precinct 1,Justice of Supreme Court Supreme Court,,,Kimberly Ann Thomas,708,520,0,188
Emmet,Littlefield Township Precinct 1,Justice of Supreme Court Supreme Court,,,Write-ins,10,8,0,2
Emmet,Littlefield Township Precinct 1,Justice of Supreme Court Supreme Court,,,Overvotes,3,3,0,0
Emmet,Littlefield Township Precinct 1,Justice of Supreme Court Supreme Court,,,Undervotes,536,398,0,138
Emmet,Littlefield Township Precinct 1,Justice of Supreme Court Supreme Court,special,,Kyra Harris Bolden,691,514,0,177
Emmet,Littlefield Township Precinct 1,Justice of Supreme Court Supreme Court,special,,Patrick William O'Grady,599,407,0,192
Emmet,Littlefield Township Precinct 1,Justice of Supreme Court Supreme Court,special,,Write-ins,10,7,0,3
Emmet,Littlefield Township Precinct 1,Justice of Supreme Court Supreme Court,special,,Overvotes,0,0,0,0
Emmet,Littlefield Township Precinct 1,Justice of Supreme Court Supreme Court,special,,Undervotes,538,394,0,144
Emmet,Littlefield Township Precinct 1,Judge of Court of Appeals 4th District,,,Stephen L. Borrello,1006,713,0,293
Emmet,Littlefield Township Precinct 1,Judge of Court of Appeals 4th District,,,Write-ins,19,14,0,5
Emmet,Littlefield Township Precinct 1,Judge of Court of Appeals 4th District,,,Overvotes,2,2,0,0
Emmet,Littlefield Township Precinct 1,Judge of Court of Appeals 4th District,,,Undervotes,811,593,0,218
Emmet,Littlefield Township Precinct 1,Judge of Court of Appeals 4th District,,,Allie Greenleaf Maldonado,1009,722,0,287
Emmet,Littlefield Township Precinct 1,Judge of Court of Appeals 4th District,,,Write-ins,17,13,0,4
Emmet,Littlefield Township Precinct 1,Judge of Court of Appeals 4th District,,,Overvotes,0,0,0,0
Emmet,Littlefield Township Precinct 1,Judge of Court of Appeals 4th District,,,Undervotes,812,587,0,225
Emmet,Littlefield Township Precinct 1,Judge of Circuit Court 57th Circuit,,,Jennifer E. Deegan,1048,740,0,308
Emmet,Littlefield Township Precinct 1,Judge of Circuit Court 57th Circuit,,,Write-ins,23,18,0,5
Emmet,Littlefield Township Precinct 1,Judge of Circuit Court 57th Circuit,,,Overvotes,0,0,0,0
Emmet,Littlefield Township Precinct 1,Judge of Circuit Court 57th Circuit,,,Undervotes,767,564,0,203
Emmet,Littlefield Township Precinct 1,Judge of Probate District Court 7th District,,,Valerie K. Snyder,1017,719,0,298
Emmet,Littlefield Township Precinct 1,Judge of Probate District Court 7th District,,,Write-ins,19,15,0,4
Emmet,Littlefield Township Precinct 1,Judge of Probate District Court 7th District,,,Overvotes,0,0,0,0
Emmet,Littlefield Township Precinct 1,Judge of Probate District Court 7th District,,,Undervotes,802,588,0,214
Emmet,Littlefield Township Precinct 1,Community College Board of Trustees Member North Central Michigan College,,,John E. Fought,539,368,0,171
Emmet,Littlefield Township Precinct 1,Community College Board of Trustees Member North Central Michigan College,,,James M. Shirilla,606,423,0,183
Emmet,Littlefield Township Precinct 1,Community College Board of Trustees Member North Central Michigan College,,,Janelle A. Wozniak,679,496,0,183
Emmet,Littlefield Township Precinct 1,Community College Board of Trustees Member North Central Michigan College,,,Write-ins,12,8,0,4
Emmet,Littlefield Township Precinct 1,Community College Board of Trustees Member North Central Michigan College,,,Overvotes,2,2,0,0
Emmet,Littlefield Township Precinct 1,Community College Board of Trustees Member North Central Michigan College,,,Undervotes,1837,1346,0,491
Emmet,Littlefield Township Precinct 1,Community College Board of Trustees Member North Central Michigan College,,,Keith A. Pretty,1001,717,0,284
Emmet,Littlefield Township Precinct 1,Community College Board of Trustees Member North Central Michigan College,,,Write-ins,17,14,0,3
Emmet,Littlefield Township Precinct 1,Community College Board of Trustees Member North Central Michigan College,,,Overvotes,0,0,0,0
Emmet,Littlefield Township Precinct 1,Community College Board of Trustees Member North Central Michigan College,,,Undervotes,820,591,0,229
Emmet,Intermediate School District Board Member Charlevoix-Emmet Isd,Community College Board of Trustees Member North Central Michigan College,,,Larry Cassidy,871,604,0,267
Emmet,Intermediate School District Board Member Charlevoix-Emmet Isd,Community College Board of Trustees Member North Central Michigan College,,,Beverly Osetek,766,542,0,224
